date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:47:16	60615/60615	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-ecc7%22	https://themewagon.github.io/keto/images/gallery4.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/gallery4.jpg	(from https://themewagon.github.io/keto/)
09:47:16	57071/57071	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-deef%22	https://themewagon.github.io/keto/images/gallery5.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/gallery5.jpg	(from https://themewagon.github.io/keto/)
09:47:16	43073/43073	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-a841%22	https://themewagon.github.io/keto/images/gallery6.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/gallery6.jpg	(from https://themewagon.github.io/keto/)
09:47:17	62056/62056	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-f268%22	https://themewagon.github.io/keto/images/gallery8.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/gallery8.jpg	(from https://themewagon.github.io/keto/)
09:47:17	55360/55360	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-d840%22	https://themewagon.github.io/keto/images/gallery7.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/gallery7.jpg	(from https://themewagon.github.io/keto/)
09:47:18	111059/111059	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-1b1d3%22	https://themewagon.github.io/keto/images/blog1.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/blog1.jpg	(from https://themewagon.github.io/keto/)
09:47:18	67628/67628	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-1082c%22	https://themewagon.github.io/keto/images/blog3.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/blog3.jpg	(from https://themewagon.github.io/keto/)
09:47:18	84139/84139	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-148ab%22	https://themewagon.github.io/keto/images/blog2.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/blog2.jpg	(from https://themewagon.github.io/keto/)
09:47:18	87088/87088	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ecaa4-15430%22	https://themewagon.github.io/keto/js/jquery.min.js	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/js/jquery.min.js	(from https://themewagon.github.io/keto/)
09:47:19	70808/70808	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ecaa4-11498%22	https://themewagon.github.io/keto/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/keto/)
09:47:19	11324/11324	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ecaa4-2c3c%22	https://themewagon.github.io/keto/js/jquery-3.0.0.min.js	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/js/jquery-3.0.0.min.js	(from https://themewagon.github.io/keto/)
09:47:19	45479/45479	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ecaa4-b1a7%22	https://themewagon.github.io/keto/js/jquery.mCustomScrollbar.concat.min.js	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/js/jquery.mCustomScrollbar.concat.min.js	(from https://themewagon.github.io/keto/)
09:47:20	1651/1651	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ecaa4-673%22	https://themewagon.github.io/keto/js/custom.js	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/js/custom.js	(from https://themewagon.github.io/keto/)
09:47:20	53678/53678	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-d1ae%22	https://themewagon.github.io/keto/css/animate.min.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/animate.min.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:20	7381/7381	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-1cd5%22	https://themewagon.github.io/keto/css/normalize.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/normalize.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:21	28414/28414	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-6efe%22	https://themewagon.github.io/keto/css/icomoon.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/icomoon.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:21	31000/31000	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-7918%22	https://themewagon.github.io/keto/css/font-awesome.min.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/font-awesome.min.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:21	3686/3686	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-e66%22	https://themewagon.github.io/keto/css/meanmenu.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/meanmenu.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:22	3248/3248	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-cb0%22	https://themewagon.github.io/keto/css/owl.carousel.min.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/owl.carousel.min.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:22	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/swiper.min.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/swiper.min.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:22	1884/1884	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-75c%22	https://themewagon.github.io/keto/css/slick.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/slick.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:23	14143/14143	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-373f%22	https://themewagon.github.io/keto/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/jquery.fancybox.min.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:23	35973/35973	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-8c85%22	https://themewagon.github.io/keto/css/jquery-ui.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/jquery-ui.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:23	3653/3653	---M-Z	200	added ('OK')	text/css	etag:W/%22639ecaa4-e45%22	https://themewagon.github.io/keto/css/nice-select.css	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/nice-select.css	(from https://themewagon.github.io/keto/css/style.css)
09:47:24	968/968	---M--	200	added ('OK')	image/png	etag:%22639ecaa4-3c8%22	https://themewagon.github.io/keto/images/menu_icon.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/menu_icon.png	(from https://themewagon.github.io/keto/css/responsive.css)
09:47:25	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/mCSB_buttons.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/mCSB_buttons.png	(from https://themewagon.github.io/keto/css/jquery.mCustomScrollbar.min.css)
09:47:25	1362/1362	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-552%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:27	6567/6567	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-19a7%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:27	513501/513501	---M--	200	added ('OK')	image/jpeg	etag:%22639ecaa4-7d5dd%22	https://themewagon.github.io/keto/images/blog_bg.jpg	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/images/blog_bg.jpg	(from https://themewagon.github.io/keto/css/style.css)
09:47:27	43/43	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-2b%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:29	76/76	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-4c%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:29	5901/5901	---M-Z	200	added ('OK')	image/png	etag:%225eb03e58-170d%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:30	13984/13984	---M-Z	200	added ('OK')	image/gif	etag:%225eb03e58-36a0%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	C:/My%20Web%20Sites/user%20in%20de%20kost/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
09:47:30	130416/130416	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ecaa4-1fd70%22	https://themewagon.github.io/keto/fonts/IcoMoon-Free.ttf	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/IcoMoon-Free.ttf	(from https://themewagon.github.io/keto/css/icomoon.css)
09:47:31	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ecaa4-2876e%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfontd41d.eot	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:31	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ecaa4-2876e%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfont3e6e.eot	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:32	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22639ecaa4-12d68%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfont3e6e.woff2	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:32	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22639ecaa4-17ee8%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfont3e6e.woff	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:32	165548/165548	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ecaa4-286ac%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfont3e6e.ttf	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:33	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/owl.video.play.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/owl.video.play.png	(from https://themewagon.github.io/keto/css/owl.carousel.min.css)
09:47:33	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_444444_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
09:47:34	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ecaa4-6c7db%22	https://themewagon.github.io/keto/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/fonts/fontawesome-webfont3e6e.svg	(from https://themewagon.github.io/keto/css/font-awesome.min.css)
09:47:34	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_555555_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
09:47:34	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_ffffff_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
09:47:35	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_777620_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
09:47:35	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_cc0000_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
09:47:35	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226552848a-24a3%22	https://themewagon.github.io/keto/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/user%20in%20de%20kost/themewagon.github.io/keto/css/images/ui-icons_777777_256x240.png	(from https://themewagon.github.io/keto/css/jquery-ui.css)
